study,group,tissue,cellType,gene1,gene2,is_marker
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-Nk Cell,RPL27A,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-Nk Cell,RPL35,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-Nk Cell,RPL6,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-Nk Cell,RPS20,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-Nk Cell,S100A10,1,no
18.human_CrossTissueImmuneCells,normal,Jejunum Lamina Propria,Immune Cells-Nk Cell,SARAF,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,ADAMTSL4,3,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,AKR1A1,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,ARF1,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,ARPC5,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,ATF3,3,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,ATP5IF1,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,BTG2,3,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,CAP1,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,CAPZB,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,CD55,3,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,CTSS,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,EFHD2,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,EML4,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,ENO1,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,FCER1G,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,FCGR2A,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,FCGR2B,3,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,FCGR3A,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,G0S2,3,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,GNG5,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,GUK1,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,H3F3A,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,HMGN2,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,HNRNPU,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,ID2,3,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,IER5,3,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,IRF2BP2,3,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,JUN,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,LAPTM5,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,LMNA,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,MCL1,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,MDH1,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,MNDA,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,NENF,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,NLRP3,4,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,PDE4DIP,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,PDIA6,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,PELI1,3,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,PGD,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,PLEK,3,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,PPT1,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,PRDX6,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,PTP4A2,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,PTPRC,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,REL,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,RPS7,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,RTN4,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,S100A12,3,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,S100A4,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,S100A8,3,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,S100A9,3,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,SCP2,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,SH3BGRL3,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,TAGLN2,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,TMED5,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,TPM3,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,YPEL5,3,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Macrophage,ZFP36L2,2,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,CCL5,24,yes
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,GZMB,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,H3F3B,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,JUND,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,MT-ND1,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPL11,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPL12,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPL13A,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPL14,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPL18,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPL18A,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPL19,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPL30,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPL32,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPL37A,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPS14,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPS18,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPS2,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPS27A,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPS29,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPS3,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPS3A,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPS7,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,RPS8,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-Nk Cell,UBC,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-T Cell-Global,CCL5,7,yes
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-T Cell-Global,IL32,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-T Cell-Global,JUNB,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-T Cell-Global,NACA,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-T Cell-Global,PABPC1,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-T Cell-Global,RPL7,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-T Cell-Global,RPS20,1,no
18.human_CrossTissueImmuneCells,normal,Lung,Immune Cells-T Cell-Global,SH3BGRL3,1,no
18.human_CrossTissueImmuneCells,normal,Mesenteric Lymph Nodes,Immune Cells-Nk Cell,CCL5,14,yes
18.human_CrossTissueImmuneCells,normal,Mesenteric Lymph Nodes,Immune Cells-Nk Cell,DNAJB1,1,no
18.human_CrossTissueImmuneCells,normal,Mesenteric Lymph Nodes,Immune Cells-Nk Cell,EEF1B2,1,no
18.human_CrossTissueImmuneCells,normal,Mesenteric Lymph Nodes,Immune Cells-Nk Cell,HLA-E,1,no
18.human_CrossTissueImmuneCells,normal,Mesenteric Lymph Nodes,Immune Cells-Nk Cell,IL7R,1,no
18.human_CrossTissueImmuneCells,normal,Mesenteric Lymph Nodes,Immune Cells-Nk Cell,RGCC,1,no
18.human_CrossTissueImmuneCells,normal,Mesenteric Lymph Nodes,Immune Cells-Nk Cell,RPL35A,1,no
18.human_CrossTissueImmuneCells,normal,Mesenteric Lymph Nodes,Immune Cells-Nk Cell,RPL36,1,no
18.human_CrossTissueImmuneCells,normal,Mesenteric Lymph Nodes,Immune Cells-Nk Cell,RPS24,1,no
18.human_CrossTissueImmuneCells,normal,Mesenteric Lymph Nodes,Immune Cells-Nk Cell,RPS26,1,no
18.human_CrossTissueImmuneCells,normal,Mesenteric Lymph Nodes,Immune Cells-Nk Cell,RPS7,1,no
18.human_CrossTissueImmuneCells,normal,Spleen,Immune Cells-Granulocyte,C1orf162,1,no
18.human_CrossTissueImmuneCells,normal,Spleen,Immune Cells-Granulocyte,CCNI,1,no
18.human_CrossTissueImmuneCells,normal,Spleen,Immune Cells-Granulocyte,CXCL2,1,no
18.human_CrossTissueImmuneCells,normal,Spleen,Immune Cells-Granulocyte,DUSP1,1,no
18.human_CrossTissueImmuneCells,normal,Spleen,Immune Cells-Granulocyte,FCER1G,1,no
18.human_CrossTissueImmuneCells,normal,Spleen,Immune Cells-Granulocyte,HSPA6,1,no
18.human_CrossTissueImmuneCells,normal,Spleen,Immune Cells-Granulocyte,HSPD1,1,no
18.human_CrossTissueImmuneCells,normal,Spleen,Immune Cells-Granulocyte,IER3,1,no
18.human_CrossTissueImmuneCells,normal,Spleen,Immune Cells-Granulocyte,IL1B,34,yes
18.human_CrossTissueImmuneCells,normal,Spleen,Immune Cells-Granulocyte,LAPTM5,1,no
18.human_CrossTissueImmuneCells,normal,Spleen,Immune Cells-Granulocyte,RPL10A,1,no
18.human_CrossTissueImmuneCells,normal,Spleen,Immune Cells-Granulocyte,S100A11,1,no
18.human_CrossTissueImmuneCells,normal,Spleen,Immune Cells-Granulocyte,SERPINB1,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Fap Cell,C1orf21,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Fap Cell,GLI3,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Fap Cell,LAMA2,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Fap Cell,MARCH3,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Fap Cell,NID1,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Fap Cell,PDE4D,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Fap Cell,RBMS1,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Fap Cell,REV3L,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Fap Cell,TMTC1,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Fap Cell,TNXB,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Stellate Cell,AGO3,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Stellate Cell,ATF6,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Stellate Cell,CNN3,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Stellate Cell,DDR2,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Stellate Cell,DHRS3,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Stellate Cell,GBP2,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Stellate Cell,LMNA,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Stellate Cell,RPS27,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Stellate Cell,SFPQ,1,no
19.human_DiseaseGeneFusion,normal,Esophagus Muscularis,Stellate Cell,VWA1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,ACAP3,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,ARHGEF10L,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,ASAP3,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,CASZ1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,CDK11B,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,CEP104,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,CLCN6,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,CLSTN1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,CROCC,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,CTNNBIP1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,DDI2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,DDOST,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,DHRS3,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,DNAJC11,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,DNAJC16,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,ECE1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,EIF4G3,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,EXOSC10,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,FBLIM1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,FBXO42,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,FO538757.2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,GNB1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,GPR157,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,H6PD,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,HNRNPR,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,HP1BP3,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,HSPB7,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,HSPG2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,KCNAB2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,KIF1B,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,KLHL21,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,LUZP1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,MAN1C1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,MIB2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,MMP23B,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,MTHFR,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,MTOR,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,MYOM3,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,NMNAT1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,NOC2L,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,NOL9,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,PER3,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,PERM1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,PEX10,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,PEX14,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,PLEKHM2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,PNRC2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,PRDM16,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,PRDM2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,PRKCZ,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,RERE,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,RP1-184J9.2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,RSRP1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,SDHB,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,SKI,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,SLC35E2B,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,SPEN,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,SRSF10,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,TCEA3,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,TCEB3-AS1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,TMCO4,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,TMEM57,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,UBE4B,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,UBR4,1,no
19.human_DiseaseGeneFusion,normal,Heart,Hepatocyte,VPS13D,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,AGO3,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,AGO4,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,ARHGEF10L,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,ARID1A,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,ASH1L,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,ATF6,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,C1orf162,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,CAMTA1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,CAPZA1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,CDC42,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,CEPT1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,COPA,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,CTSS,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,CTTNBP2NL,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,DAP3,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,DCAF6,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,DOCK7,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,DPYD,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,DPYD-AS1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,DRAM2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,EIF4G3,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,EPB41,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,EYA3,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,FAF1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,FBXO42,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,GATAD2B,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,GNB1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,GPBP1L1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,HP1BP3,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,JAK1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,KHDRBS1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,KIAA0319L,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,KIF1B,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,MAST2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,MGST3,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,MIER1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,MTF2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,NBPF19,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,NOTCH2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,NRDC,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,PHACTR4,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,PHC2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,PKN2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,POGZ,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,POU2F1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,PRDM2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,PTBP2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,PUM1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,RAP1A,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,RC3H1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,RCSD1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,RLF,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,RNF115,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,RP11-415J8.3,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,RP5-857K21.4,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,RPRD2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,RSRP1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,SCMH1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,SH3GLB1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,SMAP2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,SNX27,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,SPATA6,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,SRGAP2B,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,SRSF11,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,SRSF4,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,STX12,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,THRAP3,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,TM2D1,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,TMEM59,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,TPM3,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,TRIM33,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,TXNIP,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,UBE4B,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,USP24,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,USP33,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,WASF2,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,ZMYM4,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,ZNF644,1,no
19.human_DiseaseGeneFusion,normal,Heart,Immune Cells-Macrophage,ZZZ3,1,no
19.human_DiseaseGeneFusion,normal,Lung,Cholangiocyte,CASZ1,1,no
19.human_DiseaseGeneFusion,normal,Lung,Cholangiocyte,CDC42,1,no
19.human_DiseaseGeneFusion,normal,Lung,Cholangiocyte,CYR61,1,no
19.human_DiseaseGeneFusion,normal,Lung,Cholangiocyte,ERRFI1,1,no
19.human_DiseaseGeneFusion,normal,Lung,Cholangiocyte,EYA3,1,no
19.human_DiseaseGeneFusion,normal,Lung,Cholangiocyte,KAZN,1,no
19.human_DiseaseGeneFusion,normal,Lung,Cholangiocyte,KIF1B,1,no
19.human_DiseaseGeneFusion,normal,Lung,Cholangiocyte,LAMC2,1,no
19.human_DiseaseGeneFusion,normal,Lung,Cholangiocyte,ODF2L,1,no
19.human_DiseaseGeneFusion,normal,Lung,Cholangiocyte,RC3H1,1,no
